HEAT_TYPE,AC_TYPE,FIREPLACES,NUM_PARKING,PROP_VIEW
,,,,
,,,,
,,,,
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
,,,,
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
,,,,
F - Forced Hot Air,C - Central AC,0.0,0.0,A - Average
F - Forced Hot Air,C - Central AC,0.0,0.0,A - Average
,,,,
F - Forced Hot Air,N - None,0.0,0.0,A - Average
E - Electric,N - None,0.0,0.0,A - Average
,,,,
,,,,
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
,,,,
,,,,
W - Ht Water/Steam,N - None,0.0,10.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
F - Forced Hot Air,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
,,,,
F - Forced Hot Air,C - Central AC,0.0,2.0,A - Average
F - Forced Hot Air,C - Central AC,0.0,2.0,A - Average
,,,,
S - Space Heat,N - None,0.0,0.0,A - Average
F - Forced Hot Air,N - None,0.0,0.0,A - Average
,,,,G - Good
F - Forced Hot Air,C - Central AC,1.0,0.0,A - Average
F - Forced Hot Air,C - Central AC,1.0,0.0,A - Average
S - Space Heat,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,,0.0,A - Average
F - Forced Hot Air,C - Central AC,,,A - Average
F - Forced Hot Air,C - Central AC,0.0,0.0,A - Average
,,,,
F - Forced Hot Air,C - Central AC,0.0,0.0,A - Average
F - Forced Hot Air,C - Central AC,0.0,0.0,A - Average
,,,,G - Good
F - Forced Hot Air,C - Central AC,0.0,0.0,A - Average
F - Forced Hot Air,C - Central AC,0.0,1.0,A - Average
F - Forced Hot Air,C - Central AC,0.0,1.0,A - Average
F - Forced Hot Air,C - Central AC,0.0,1.0,A - Average
F - Forced Hot Air,C - Central AC,0.0,1.0,G - Good
F - Forced Hot Air,C - Central AC,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,1.0,A - Average
E - Electric,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
F - Forced Hot Air,C - Central AC,0.0,3.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
F - Forced Hot Air,N - None,0.0,0.0,A - Average
,,,,
W - Ht Water/Steam,N - None,0.0,1.0,A - Average
W - Ht Water/Steam,N - None,0.0,2.0,A - Average
,,,,
F - Forced Hot Air,N - None,0.0,4.0,A - Average
F - Forced Hot Air,C - Central AC,0.0,0.0,A - Average
F - Forced Hot Air,C - Central AC,0.0,0.0,A - Average
F - Forced Hot Air,C - Central AC,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,3.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,C - Central AC,0.0,0.0,A - Average
E - Electric,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,1.0,A - Average
E - Electric,N - None,0.0,0.0,F - Fair
F - Forced Hot Air,N - None,0.0,0.0,F - Fair
,,,,
,,,,
W - Ht Water/Steam,C - Central AC,0.0,0.0,F - Fair
,,,,
,,,,
F - Forced Hot Air,N - None,0.0,1.0,A - Average
F - Forced Hot Air,N - None,0.0,1.0,A - Average
,,,,
,,,,
,,,,
F - Forced Hot Air,N - None,0.0,2.0,A - Average
F - Forced Hot Air,N - None,0.0,2.0,A - Average
W - Ht Water/Steam,N - None,0.0,2.0,F - Fair
F - Forced Hot Air,C - Central AC,,0.0,F - Fair
,,,,
W - Ht Water/Steam,N - None,0.0,3.0,F - Fair
,,,,
E - Electric,N - None,0.0,3.0,F - Fair
W - Ht Water/Steam,N - None,0.0,3.0,F - Fair
,,,,
,,,,
,,,,
,,,,
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
,,,,
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
,,,,A - Average
F - Forced Hot Air,C - Central AC,0.0,1.0,A - Average
F - Forced Hot Air,C - Central AC,0.0,2.0,A - Average
F - Forced Hot Air,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,3.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,3.0,A - Average
,,,,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,2.0,A - Average
F - Forced Hot Air,C - Central AC,0.0,1.0,A - Average
F - Forced Hot Air,C - Central AC,0.0,3.0,A - Average
,,,,
W - Ht Water/Steam,N - None,0.0,3.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,3.0,A - Average
W - Ht Water/Steam,N - None,1.0,2.0,A - Average
F - Forced Hot Air,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
F - Forced Hot Air,C - Central AC,0.0,0.0,A - Average
F - Forced Hot Air,C - Central AC,0.0,0.0,A - Average
,,,,
F - Forced Hot Air,C - Central AC,0.0,0.0,A - Average
F - Forced Hot Air,C - Central AC,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,6.0,A - Average
,,,,
,,,,
,,,,
F - Forced Hot Air,C - Central AC,0.0,1.0,A - Average
F - Forced Hot Air,C - Central AC,0.0,1.0,A - Average
F - Forced Hot Air,C - Central AC,0.0,1.0,A - Average
,,,,
F - Forced Hot Air,C - Central AC,1.0,0.0,A - Average
F - Forced Hot Air,C - Central AC,1.0,0.0,A - Average
S - Space Heat,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,3.0,A - Average
,,,2.0,
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
F - Forced Hot Air,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,,1.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
,,,,
F - Forced Hot Air,N - None,0.0,0.0,A - Average
S - Space Heat,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
S - Space Heat,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
F - Forced Hot Air,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,C - Central AC,0.0,0.0,A - Average
,,,,A - Average
F - Forced Hot Air,C - Central AC,0.0,0.0,A - Average
F - Forced Hot Air,C - Central AC,0.0,0.0,A - Average
F - Forced Hot Air,C - Central AC,0.0,0.0,A - Average
F - Forced Hot Air,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
S - Space Heat,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,,0.0,A - Average
F - Forced Hot Air,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
F - Forced Hot Air,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
,,,,
,,,,
F - Forced Hot Air,N - None,0.0,0.0,A - Average
E - Electric,C - Central AC,0.0,0.0,A - Average
S - Space Heat,N - None,0.0,7.0,A - Average
W - Ht Water/Steam,C - Central AC,2.0,4.0,A - Average
W - Ht Water/Steam,N - None,0.0,9.0,A - Average
,,,,
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,3.0,A - Average
W - Ht Water/Steam,N - None,0.0,2.0,A - Average
F - Forced Hot Air,N - None,0.0,4.0,A - Average
,,,,
F - Forced Hot Air,C - Central AC,1.0,2.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
F - Forced Hot Air,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
,,,,A - Average
W - Ht Water/Steam,N - None,0.0,5.0,A - Average
F - Forced Hot Air,N - None,0.0,3.0,A - Average
W - Ht Water/Steam,N - None,0.0,4.0,A - Average
,,,,
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
,,,,
F - Forced Hot Air,N - None,0.0,2.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
,,,,
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,1.0,A - Average
,,,,
W - Ht Water/Steam,N - None,0.0,2.0,A - Average
W - Ht Water/Steam,N - None,1.0,0.0,F - Fair
E - Electric,N - None,0.0,0.0,F - Fair
W - Ht Water/Steam,N - None,0.0,2.0,A - Average
W - Ht Water/Steam,N - None,0.0,4.0,A - Average
S - Space Heat,N - None,0.0,0.0,A - Average
F - Forced Hot Air,C - Central AC,0.0,1.0,A - Average
F - Forced Hot Air,C - Central AC,0.0,1.0,A - Average
,,,,
F - Forced Hot Air,C - Central AC,0.0,1.0,A - Average
F - Forced Hot Air,C - Central AC,0.0,1.0,A - Average
F - Forced Hot Air,C - Central AC,0.0,1.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,C - Central AC,0.0,0.0,A - Average
F - Forced Hot Air,C - Central AC,0.0,4.0,A - Average
W - Ht Water/Steam,C - Central AC,0.0,8.0,A - Average
E - Electric,N - None,0.0,4.0,A - Average
W - Ht Water/Steam,N - None,,,
,,,,
F - Forced Hot Air,C - Central AC,0.0,0.0,G - Good
F - Forced Hot Air,C - Central AC,0.0,0.0,G - Good
F - Forced Hot Air,C - Central AC,0.0,0.0,G - Good
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
E - Electric,N - None,0.0,0.0,A - Average
,,,,
W - Ht Water/Steam,N - None,0.0,3.0,A - Average
W - Ht Water/Steam,N - None,0.0,3.0,A - Average
W - Ht Water/Steam,N - None,0.0,1.0,A - Average
F - Forced Hot Air,C - Central AC,0.0,1.0,A - Average
,,,,
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
,,,,
E - Electric,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,6.0,A - Average
,,,,
W - Ht Water/Steam,C - Central AC,0.0,2.0,A - Average
,,,,
F - Forced Hot Air,D - Ductless AC,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,3.0,A - Average
W - Ht Water/Steam,N - None,0.0,2.0,A - Average
W - Ht Water/Steam,N - None,0.0,9.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
,,,,
,,,,
N - None,N - None,0.0,0.0,A - Average
,,,,
W - Ht Water/Steam,N - None,0.0,0.0,F - Fair
E - Electric,N - None,,0.0,F - Fair
,,,4.0,F - Fair
W - Ht Water/Steam,N - None,0.0,2.0,F - Fair
,,,,
F - Forced Hot Air,N - None,0.0,4.0,F - Fair
,,,,
W - Ht Water/Steam,C - Central AC,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,5.0,A - Average
F - Forced Hot Air,C - Central AC,0.0,0.0,A - Average
F - Forced Hot Air,N - None,0.0,1.0,A - Average
,,,,
F - Forced Hot Air,N - None,0.0,0.0,A - Average
,,,,
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,F - Fair
F - Forced Hot Air,N - None,0.0,3.0,F - Fair
,,,,
,,,,
,,,,
,,,,
,,,,
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,3.0,A - Average
W - Ht Water/Steam,N - None,0.0,2.0,A - Average
W - Ht Water/Steam,N - None,0.0,4.0,A - Average
E - Electric,N - None,,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,2.0,F - Fair
E - Electric,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
,,,,
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
E - Electric,N - None,,0.0,A - Average
W - Ht Water/Steam,C - Central AC,0.0,0.0,F - Fair
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
W - Ht Water/Steam,N - None,0.0,0.0,F - Fair
S - Space Heat,N - None,0.0,0.0,F - Fair
W - Ht Water/Steam,N - None,0.0,3.0,F - Fair
W - Ht Water/Steam,N - None,0.0,0.0,F - Fair
,,,,
,,,,
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
E - Electric,N - None,,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,2.0,A - Average
,,,,
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
,,,,
W - Ht Water/Steam,N - None,0.0,2.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
F - Forced Hot Air,N - None,0.0,0.0,A - Average
F - Forced Hot Air,C - Central AC,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,1.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,1.0,A - Average
,,,,
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,1.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
E - Electric,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
F - Forced Hot Air,C - Central AC,0.0,0.0,A - Average
F - Forced Hot Air,C - Central AC,0.0,0.0,A - Average
F - Forced Hot Air,N - None,,,A - Average
E - Electric,N - None,0.0,0.0,A - Average
W - Ht Water/Steam,N - None,0.0,0.0,A - Average
